GBIR6967-15;Emberiza impetuani impetuani
YIO474-10;Emberiza schoeniclus
YIO514-10;Emberiza spodocephala
YIO727-18;Bulweria bulwerii
YIO751-18;Bulweria bulwerii
YIO752-18;Bulweria bulwerii
GBIR11705-19;Geospiza magnirostris
GBMNA11518-19;Geospiza magnirostris
BOTW015-04;Melospiza lincolnii
BABNA192-06;Zonotrichia albicollis
GBMNA11221-19;Tetraogallus tibetanus
GBMNA11222-19;Tetraogallus himalayensis
GBMNA11372-19;Alauda arvensis
GBMNA11294-19;Henicorhina leucosticta
GBMNA11430-19;Emberiza lathami
GBMNA11433-19;Emberiza elegans
GBMNA18553-19;Anthracoceros coronatus
GBMNA18612-19;Anthracoceros coronatus
GBMTG2941-16;Alauda arvensis
GBMTG4141-16;Henicorhina leucosticta
GBMTG4558-16;Tetraogallus himalayensis
GBMTG5227-16;Tetraogallus tibetanus
KBAR250-06;Pheucticus aureoventris
KBAR332-06;Pheucticus aureoventris
KBAR346-06;Pheucticus aureoventris
KBAR495-06;Thlypopsis sordida
KBARG107-07;Pyrrhocoma ruficeps
KBPBR073-07;Emberiza elegans
KBPBR163-07;Certhia familiaris
KBPBR460-07;Certhia brachydactyla
KBPBR491-07;Certhia familiaris
KBPBU114-06;Tetraogallus altaicus
KBPBU507-06;Alauda arvensis
KBPBU508-06;Alauda arvensis
KBPZM098-07;Alauda arvensis
KBPZM106-07;Alauda arvensis
KBPZM107-07;Alauda arvensis
KBPZM132-07;Certhia familiaris
KBPZM207-07;Certhia familiaris
KPARG276-08;Pyrrhocoma ruficeps
KPARG496-08;Pyrrhocoma ruficeps
KPARG542-08;Pyrrhocoma ruficeps
LGEMA073-07;Pyrrhocoma ruficeps
LGEMA318-07;Cantorchilus longirostris
YIO203-10;Emberiza aureola
YIO243-10;Troglodytes troglodytes
YIO267-10;Troglodytes troglodytes
YIO540-12;Lagopus muta
YIO605-17;Lagopus muta
YIO682-17;Emberiza aureola
YIO688-17;Lagopus muta
YIO716-18;Troglodytes troglodytes
YIO719-18;Troglodytes troglodytes
GBMNA11078-19;Bycanistes brevis
GBMTG1846-16;Bycanistes brevis
KKBNA588-05;Passerina amoena
KKBNA589-05;Passerina amoena
KPARG281-08;Tersina viridis
KPARG293-08;Tersina viridis
YIO150-10;Coturnix japonica
GBMNA11292-19;Campylorhynchus zonatus
GBMTG4772-16;Campylorhynchus zonatus
GBIR12358-19;Troglodytes aedon chilensis
KAARG076-07;Troglodytes aedon
KAARG081-07;Troglodytes aedon
KAARG082-07;Troglodytes aedon
KAARG261-07;Troglodytes aedon
KAARG299-07;Troglodytes aedon
KBAR180-06;Troglodytes aedon
KBAR181-06;Troglodytes aedon
KBAR182-06;Troglodytes aedon
KBAR183-06;Troglodytes solstitialis
KBAR185-06;Troglodytes solstitialis
KBAR610-06;Troglodytes aedon
KBAR794-06;Troglodytes aedon
KBARG073-07;Troglodytes aedon
KBARG136-07;Troglodytes aedon
KBARG221-07;Troglodytes aedon
KBARG229-07;Troglodytes aedon
KBARG268-07;Troglodytes aedon
KBARG345-07;Troglodytes aedon
KBARG348-07;Troglodytes aedon
KBNA198-04;Troglodytes aedon
KBOL058-08;Troglodytes aedon
KBOL143-10;Troglodytes aedon
KPARG070-08;Troglodytes aedon
KPARG131-08;Troglodytes aedon
KPARG170-08;Troglodytes aedon
KPARG225-08;Troglodytes aedon
KPARG264-08;Troglodytes aedon
KPARG391-08;Troglodytes aedon
KPARG555-09;Troglodytes aedon
KPARG568-09;Troglodytes aedon
KPARG632-09;Troglodytes aedon
LBARG095-10;Troglodytes aedon
LBARG157-10;Troglodytes aedon
LBARG159-10;Troglodytes aedon
LBARG163-10;Troglodytes aedon
LBARG192-10;Troglodytes aedon
LBARG208-10;Troglodytes aedon
LBARG210-10;Troglodytes aedon
LBARG289-10;Troglodytes aedon
LBARG322-10;Troglodytes aedon
LBARG328-10;Troglodytes aedon
LBARG340-10;Troglodytes aedon
LBARG348-10;Troglodytes aedon
LBARG399-10;Troglodytes aedon
LBARG448-10;Troglodytes aedon
LBARG450-10;Troglodytes aedon
GBIR6984-15;Emberiza yessoensis continentalis
KBPBK102-08;Emberiza yessoensis
KBPBK246-08;Emberiza yessoensis
KBPBK326-08;Emberiza yessoensis
GBIR10594-19;Cormobates leucophaea
GBIR10604-19;Cormobates leucophaea
GBIR10622-19;Cormobates leucophaea
GBIR11873-19;Emberiza lathami
GBIR12273-19;Emberiza elegans
GBIR2953-12;Pseudobulweria rostrata trouessarti
GBIR3739-13;Spindalis zena
GBIR6976-15;Emberiza elegans elegans
GBIR6977-15;Emberiza elegans elegantula
GBIR7076-15;Henicorhina leucosticta
GBIR9993-19;Emberiza elegans
GBMIN134181-17;Bycanistes brevis
AWCB063-09;Troglodytes aedon
AWCB064-09;Troglodytes aedon
AWCB070-09;Troglodytes aedon
BOM273-07;Troglodytes aedon
BPSAI101-10;Troglodytes aedon
BPSAI103-10;Troglodytes cobbi
BPSAI105-10;Troglodytes cobbi
BPSAI106-10;Troglodytes cobbi
BPSAI109-10;Troglodytes cobbi
BPSAI112-10;Troglodytes cobbi
BROMB156-06;Troglodytes aedon
BSBNA787-06;Troglodytes aedon
BSBNA788-06;Troglodytes aedon
BSBNA917-06;Troglodytes aedon
BSBNA918-06;Troglodytes aedon
YIO024-08;Emberiza yessoensis
YIO280-10;Emberiza yessoensis
BJNSM033-08;Emberiza yessoensis
BJNSM043-08;Emberiza yessoensis
BJNSM113-10;Emberiza yessoensis
BJNSM371-10;Alauda arvensis
BJNSM401-10;Certhia familiaris
BJNSM516-10;Alauda arvensis
BJNSM717-11;Emberiza yessoensis
BJNSM725-11;Emberiza yessoensis
BON195-07;Plectrophenax nivalis
BROMB175-06;Plectrophenax nivalis
BROMB176-06;Plectrophenax nivalis
BROMB177-06;Plectrophenax nivalis
BROMB178-06;Plectrophenax nivalis
BROMB214-06;Pheucticus ludovicianus
BROMB296-06;Pheucticus ludovicianus
BROMB605-07;Cormobates leucophaea
BROMB649-07;Coturnix delegorguei
BSBNA449-06;Pheucticus melanocephalus
BSBNA451-06;Pheucticus melanocephalus
BSBNA473-06;Passerina amoena
CMCPB045-10;Dicaeum nigrilore
GBIR12966-19;Tetraogallus tibetanus
GBIR2919-12;Pseudobulweria becki
GBIR7776-19;Alauda gulgula
GBIR7864-19;Passerina amoena
ROMC078-07;Corythaeola cristata
ROMC189-07;Anthracoceros coronatus
SIBJP079-10;Alauda arvensis
SIBJP080-10;Alauda arvensis
SIBJP081-10;Alauda arvensis
AWCB058-09;Lepidocolaptes angustirostris
AWCB096-09;Lepidocolaptes angustirostris
BABNA841-08;Troglodytes aedon
BOM784-07;Troglodytes aedon
BOM821-07;Dendrocincla anabatina
BROM374-06;Actophilornis africanus
BROM375-06;Actophilornis africanus
BROM473-07;Actophilornis africanus
BROMB262-06;Dendrocincla fuliginosa
BROMB606-07;Climacteris affinis
GBIR10593-19;Climacteris picumnus
GBIR10612-19;Climacteris picumnus
GBIR11787-19;Lepidocolaptes angustirostris
GBIR3442-13;Aegithalos bonvaloti
GBIR3443-13;Aegithalos fuliginosus
GBIR3444-13;Aegithalos fuliginosus
GBIR3445-13;Aegithalos fuliginosus
GBIR4201-13;Aegithalos bonvaloti
GBIR4931-13;Lepidocolaptes angustirostris
GBIR4932-13;Lepidocolaptes angustirostris
GBIR4933-13;Lepidocolaptes angustirostris
GBMNA11295-19;Aegithalos fuliginosus
GBMNA11296-19;Aegithalos bonvaloti
GBMNA11328-19;Lepidocolaptes angustirostris
GBMTG3523-16;Aegithalos bonvaloti
GBMTG3698-16;Aegithalos fuliginosus
KAARG151-07;Lepidocolaptes angustirostris
KAARG379-07;Xiphocolaptes albicollis
KAARG575-07;Lepidocolaptes angustirostris
KAARG622-07;Donacobius atricapilla
KAARG626-07;Lepidocolaptes angustirostris
KBAR478-06;Lepidocolaptes angustirostris
KBAR498-06;Lepidocolaptes angustirostris
KBAR894-06;Lepidocolaptes angustirostris
KBARG171-07;Xiphorhynchus fuscus
KBARG281-07;Dendrocincla turdina
KBARG379-07;Xiphorhynchus fuscus
KBARG401-07;Xiphocolaptes albicollis
KBARG402-07;Dendrocincla turdina
KBARG409-07;Dendrocincla turdina
KPARG048-08;Lepidocolaptes angustirostris
KPARG126-08;Lepidocolaptes angustirostris
KPARG185-08;Lepidocolaptes angustirostris
KPARG187-08;Lepidocolaptes angustirostris
KPARG576-09;Lepidocolaptes angustirostris
KPARG625-09;Lepidocolaptes angustirostris
LBARG055-10;Lepidocolaptes angustirostris
LBARG064-10;Lepidocolaptes angustirostris
LBARG098-10;Lepidocolaptes angustirostris
LBARG105-10;Lepidocolaptes angustirostris
LBARG544-11;Lepidocolaptes angustirostris
LBARG551-11;Lepidocolaptes angustirostris
LBARG602-11;Lepidocolaptes angustirostris
LBARG607-11;Lepidocolaptes angustirostris
LGEMA041-07;Xiphorhynchus elegans
LGEMA081-07;Xiphorhynchus fuscus
LGEMA199-07;Xiphorhynchus guttatus
LGEMA333-07;Deconychura longicauda
LGEMA593-08;Xiphorhynchus guttatus
MNCN177-08;Dendrocincla fuliginosa
MNCN329-08;Dendrocincla fuliginosa
MNCN440-08;Dendrocincla fuliginosa
MNCN812-09;Dendrocincla fuliginosa
MNCN923-09;Dendrocincla fuliginosa
MNCN924-09;Dendrocincla fuliginosa
KAARG543-07;Dendrocolaptes platyrostris
KAARG612-07;Xiphocolaptes major
KAARG615-07;Dendrocolaptes platyrostris
KBAR087-06;Xiphocolaptes major
KBAR088-06;Xiphocolaptes major
KPARG286-08;Dendrocolaptes platyrostris
LGEMA176-07;Xiphorhynchus ocellatus
LGEMA193-07;Dendrocincla merula
GBIR11208-19;Emberiza godlewskii yunnanensis
GBIR11212-19;Emberiza godlewskii yunnanensis
GBIR2084-10;Arborophila gingica
GBIR5240-13;Galerida cristata
GBIR5241-13;Galerida cristata
GBIR716-08;Mimus triurus
GBIR723-08;Mimus gundlachii
GBIR9401-19;Bucorvus leadbeateri
GBMNA11080-19;Bucorvus leadbeateri
GBMTG1845-16;Bucorvus leadbeateri
KAARG197-07;Mimus triurus
KAARG200-07;Mimus triurus
KBAR580-06;Mimus triurus
KBAR851-06;Mimus triurus
KBAR906-06;Mimus triurus
KBARG285-07;Mimus triurus
KBARG334-07;Mimus triurus
KBPBU509-06;Lullula arborea
KBPBU510-06;Lullula arborea
KBPBU511-06;Galerida cristata
KBPBU512-06;Galerida cristata
KBPBU513-06;Galerida cristata
KKBNA548-05;Centrocercus urophasianus
KPARG003-08;Mimus triurus
KPARG175-08;Mimus triurus
KPARG176-08;Mimus triurus
ROMC200-07;Bucorvus leadbeateri
AWCB027-09;Cyanoloxia glaucocaerulea
AWCB048-09;Cyanoloxia glaucocaerulea
AWCB057-09;Cyanoloxia glaucocaerulea
BBB377-13;Amaurospiza moesta
BBIND1085-08;Myiagra alecto
BJNSM104-10;Troglodytes troglodytes
BJNSM486-10;Troglodytes troglodytes
BJNSM506-10;Coturnix japonica
BJNSM670-10;Troglodytes troglodytes
BJNSM842-12;Lagopus muta
BOI085-08;Ammomanes deserti
BOM093-07;Peucaea cassinii
BOM150-07;Campylorhynchus brunneicapillus
BON045-06;Lyrurus tetrix
BON085-06;Troglodytes troglodytes
BON094-06;Eremophila alpestris
BON207-07;Troglodytes troglodytes
BON219-07;Eremophila alpestris
BON310-07;Lagopus lagopus
BON317-07;Lagopus lagopus
BON353-07;Alauda arvensis
BON436-07;Lagopus muta
BON444-07;Tetrao urogallus
BON463-07;Eremophila alpestris
BONSC017-08;Alauda arvensis
BOTW002-04;Falcipennis canadensis
BPSAI156-10;Cistothorus platensis
BPSAI157-10;Cistothorus platensis
BPSAI160-10;Cistothorus platensis
BPSAI161-10;Cistothorus platensis
BROMB193-06;Coturnix japonica
BROMB194-06;Coturnix japonica
BROMB254-06;Tympanuchus phasianellus
BROMB283-06;Bonasa umbellus
BROMB416-06;Falcipennis canadensis
BROMB498-07;Alauda arvensis
BROMB607-07;Monarcha melanopsis
BROMB617-07;Tetraogallus himalayensis
BROMB631-07;Bonasa umbellus
BROMB728-07;Tetraogallus himalayensis
BROMB804-07;Alauda arvensis
BROMB805-07;Alauda arvensis
BSBNA302-06;Thryomanes bewickii
BSBNA303-06;Thryomanes bewickii
BWA011-06;Grallina cyanoleuca
CDANS001-05;Peucaea cassinii
CDANS002-05;Peucaea cassinii
CYTC4651-12;Tetraophasis szechenyii
FLAB003-11;Eremophila alpestris
GBIR10390-19;Tetraogallus himalayensis
GBIR10533-19;Alectoris chukar
GBIR11089-19;Coturnix japonica
GBIR11750-19;Haematortyx sanguiniceps
GBIR11782-19;Lagopus lagopus
GBIR11783-19;Lagopus muta
GBIR12016-19;Perdix perdix
GBIR12320-19;Tetrao urogallus aquitanicus
GBIR12967-19;Tetraogallus himalayensis
GBIR1302-09;Trogon viridis
GBIR1394-09;Emberiza aureola
GBIR1637-09;Coturnix japonica
GBIR1648-09;Alectoris chukar
GBIR2166-10;Lagopus lagopus
GBIR2167-10;Lagopus lagopus
GBIR2168-10;Lagopus lagopus
GBIR2169-10;Lagopus lagopus
GBIR2170-10;Lagopus lagopus
GBIR2171-10;Lagopus lagopus
GBIR2172-10;Lagopus lagopus
GBIR2173-10;Lagopus lagopus
GBIR2174-10;Lagopus lagopus
GBIR2175-10;Lagopus lagopus
GBIR2176-10;Lagopus lagopus
GBIR2177-10;Lagopus lagopus
GBIR2179-10;Lagopus lagopus
GBIR2180-10;Lagopus lagopus
GBIR2181-10;Lagopus lagopus
GBIR2182-10;Lagopus lagopus
GBIR2183-10;Lagopus lagopus
GBIR2184-10;Perdix perdix
GBIR2854-12;Alectoris philbyi
GBIR2855-12;Alectoris philbyi
GBIR3003-12;Lyrurus tetrix
GBIR3004-12;Lyrurus tetrix
GBIR3248-13;Eremophila alpestris
GBIR3249-13;Eremophila alpestris
GBIR3250-13;Eremophila alpestris
GBIR3251-13;Eremophila alpestris
GBIR3252-13;Eremophila alpestris
GBIR3253-13;Eremophila alpestris
GBIR3254-13;Eremophila alpestris
GBIR3255-13;Eremophila alpestris
GBIR3256-13;Eremophila alpestris
GBIR3257-13;Eremophila alpestris
GBIR3258-13;Eremophila alpestris
GBIR3259-13;Eremophila alpestris
GBIR3260-13;Eremophila alpestris
GBIR3261-13;Eremophila alpestris
GBIR3262-13;Eremophila alpestris
GBIR3263-13;Eremophila alpestris
GBIR3905-13;Aegithalos concinnus
GBIR3906-13;Aegithalos concinnus
GBIR3907-13;Aegithalos concinnus
GBIR3908-13;Aegithalos concinnus
GBIR3909-13;Aegithalos concinnus
GBIR3910-13;Aegithalos concinnus
GBIR3911-13;Aegithalos concinnus
GBIR3912-13;Aegithalos concinnus
GBIR3913-13;Aegithalos concinnus
GBIR3914-13;Aegithalos concinnus
GBIR3915-13;Aegithalos concinnus
GBIR3916-13;Aegithalos concinnus
GBIR3917-13;Aegithalos concinnus
GBIR3918-13;Aegithalos concinnus
GBIR3919-13;Aegithalos concinnus
GBIR3920-13;Aegithalos concinnus
GBIR3922-13;Aegithalos concinnus
GBIR3924-13;Aegithalos concinnus
GBIR3926-13;Aegithalos concinnus
GBIR3927-13;Aegithalos concinnus
GBIR3928-13;Aegithalos concinnus
GBIR3929-13;Aegithalos concinnus
GBIR3930-13;Aegithalos concinnus
GBIR3931-13;Aegithalos concinnus
GBIR3932-13;Aegithalos concinnus
GBIR3933-13;Aegithalos concinnus
GBIR3934-13;Aegithalos concinnus
GBIR3935-13;Aegithalos concinnus
GBIR3936-13;Aegithalos concinnus
GBIR3937-13;Aegithalos concinnus
GBIR3938-13;Aegithalos concinnus
GBIR3939-13;Aegithalos concinnus
GBIR3940-13;Aegithalos concinnus
GBIR3941-13;Aegithalos concinnus
GBIR3942-13;Aegithalos concinnus
GBIR3943-13;Aegithalos concinnus
GBIR3944-13;Aegithalos concinnus
GBIR3945-13;Aegithalos concinnus
GBIR3946-13;Aegithalos concinnus
GBIR3947-13;Aegithalos concinnus
GBIR3948-13;Aegithalos concinnus
GBIR3949-13;Aegithalos concinnus
GBIR3950-13;Aegithalos concinnus
GBIR3951-13;Aegithalos concinnus
GBIR3952-13;Aegithalos concinnus
GBIR3953-13;Aegithalos concinnus
GBIR3954-13;Aegithalos concinnus
GBIR3955-13;Aegithalos concinnus
GBIR3956-13;Aegithalos concinnus
GBIR3957-13;Aegithalos concinnus
GBIR3958-13;Aegithalos concinnus
GBIR3959-13;Aegithalos concinnus
GBIR3960-13;Aegithalos concinnus
GBIR3961-13;Aegithalos concinnus
GBIR3962-13;Aegithalos concinnus
GBIR3963-13;Aegithalos concinnus
GBIR3964-13;Aegithalos concinnus
GBIR3965-13;Aegithalos concinnus
GBIR3966-13;Aegithalos concinnus
GBIR3967-13;Aegithalos concinnus
GBIR3968-13;Aegithalos concinnus
GBIR3969-13;Aegithalos concinnus
GBIR3970-13;Aegithalos concinnus
GBIR3971-13;Aegithalos concinnus
GBIR3972-13;Aegithalos concinnus
GBIR3973-13;Aegithalos concinnus
GBIR3974-13;Aegithalos concinnus
GBIR3975-13;Aegithalos concinnus
GBIR3976-13;Aegithalos concinnus
GBIR3977-13;Aegithalos concinnus
GBIR3978-13;Aegithalos concinnus
GBIR3979-13;Aegithalos concinnus
GBIR3980-13;Aegithalos concinnus
GBIR3981-13;Aegithalos concinnus
GBIR3982-13;Aegithalos concinnus
GBIR3983-13;Aegithalos concinnus
GBIR3984-13;Aegithalos concinnus
GBIR3985-13;Aegithalos concinnus
GBIR3986-13;Aegithalos concinnus
GBIR3987-13;Aegithalos concinnus
GBIR3988-13;Aegithalos concinnus
GBIR3989-13;Aegithalos concinnus
GBIR3990-13;Aegithalos concinnus
GBIR3991-13;Aegithalos concinnus
GBIR3992-13;Aegithalos concinnus
GBIR3993-13;Aegithalos concinnus
GBIR3994-13;Aegithalos concinnus
GBIR3995-13;Aegithalos concinnus
GBIR3996-13;Aegithalos concinnus
GBIR3997-13;Aegithalos concinnus
GBIR3998-13;Aegithalos concinnus
GBIR3999-13;Aegithalos concinnus
GBIR4000-13;Aegithalos concinnus
GBIR4001-13;Aegithalos concinnus
GBIR4002-13;Aegithalos concinnus
GBIR4003-13;Aegithalos concinnus
GBIR4004-13;Aegithalos concinnus
GBIR4005-13;Aegithalos concinnus
GBIR4006-13;Aegithalos concinnus
GBIR4007-13;Aegithalos concinnus
GBIR4008-13;Aegithalos concinnus
GBIR4009-13;Aegithalos concinnus
GBIR4010-13;Aegithalos concinnus
GBIR4011-13;Aegithalos concinnus
GBIR4012-13;Aegithalos concinnus
GBIR4013-13;Aegithalos concinnus
GBIR4014-13;Aegithalos concinnus
GBIR4015-13;Aegithalos concinnus
GBIR4016-13;Aegithalos concinnus
GBIR4017-13;Aegithalos concinnus
GBIR4018-13;Aegithalos concinnus
GBIR4019-13;Aegithalos concinnus
GBIR4020-13;Aegithalos concinnus
GBIR4021-13;Aegithalos concinnus
GBIR4022-13;Aegithalos concinnus
GBIR4023-13;Aegithalos concinnus
GBIR4024-13;Aegithalos concinnus
GBIR4025-13;Aegithalos concinnus
GBIR4026-13;Aegithalos concinnus
GBIR4027-13;Aegithalos concinnus
GBIR4028-13;Aegithalos concinnus
GBIR4029-13;Aegithalos concinnus
GBIR4030-13;Aegithalos concinnus
GBIR4031-13;Aegithalos concinnus
GBIR4032-13;Aegithalos concinnus
GBIR4033-13;Aegithalos concinnus
GBIR4034-13;Aegithalos concinnus
GBIR4035-13;Aegithalos concinnus
GBIR4036-13;Aegithalos concinnus
GBIR4037-13;Aegithalos concinnus
GBIR4038-13;Aegithalos concinnus
GBIR4039-13;Aegithalos concinnus
GBIR4040-13;Aegithalos concinnus
GBIR4041-13;Aegithalos concinnus
GBIR4042-13;Aegithalos concinnus
GBIR4043-13;Aegithalos concinnus
GBIR4044-13;Aegithalos concinnus
GBIR4045-13;Aegithalos concinnus
GBIR4046-13;Aegithalos concinnus
GBIR4047-13;Aegithalos concinnus
GBIR4048-13;Aegithalos concinnus
GBIR4049-13;Aegithalos concinnus
GBIR4050-13;Aegithalos concinnus
GBIR4051-13;Aegithalos concinnus
GBIR4052-13;Aegithalos concinnus
GBIR4053-13;Aegithalos concinnus
GBIR4054-13;Aegithalos concinnus
GBIR4055-13;Aegithalos concinnus
GBIR4056-13;Aegithalos concinnus
GBIR4057-13;Aegithalos concinnus
GBIR4058-13;Aegithalos concinnus
GBIR4059-13;Aegithalos concinnus
GBIR4060-13;Aegithalos concinnus
GBIR4061-13;Aegithalos concinnus
GBIR4062-13;Aegithalos concinnus
GBIR4063-13;Aegithalos concinnus
GBIR4064-13;Aegithalos concinnus
GBIR4065-13;Aegithalos concinnus
GBIR4066-13;Aegithalos concinnus
GBIR4067-13;Aegithalos concinnus
GBIR4068-13;Aegithalos concinnus
GBIR4069-13;Aegithalos concinnus
GBIR4070-13;Aegithalos concinnus
GBIR4071-13;Aegithalos concinnus
GBIR4072-13;Aegithalos concinnus
GBIR4073-13;Aegithalos concinnus
GBIR4074-13;Aegithalos concinnus
GBIR4075-13;Aegithalos concinnus
GBIR4076-13;Aegithalos concinnus
GBIR4077-13;Aegithalos concinnus
GBIR4078-13;Aegithalos concinnus
GBIR4079-13;Aegithalos concinnus
GBIR4080-13;Aegithalos concinnus
GBIR4081-13;Aegithalos concinnus
GBIR4082-13;Aegithalos concinnus
GBIR4083-13;Aegithalos concinnus
GBIR4084-13;Aegithalos concinnus
GBIR4085-13;Aegithalos concinnus
GBIR4086-13;Aegithalos concinnus
GBIR4087-13;Aegithalos concinnus
GBIR4088-13;Aegithalos concinnus
GBIR4089-13;Aegithalos concinnus
GBIR4090-13;Aegithalos concinnus
GBIR4091-13;Aegithalos concinnus
GBIR4092-13;Aegithalos concinnus
GBIR4093-13;Aegithalos concinnus
GBIR4094-13;Aegithalos concinnus
GBIR4095-13;Aegithalos concinnus
GBIR4096-13;Aegithalos concinnus
GBIR4097-13;Aegithalos concinnus
GBIR4098-13;Aegithalos concinnus
GBIR4099-13;Aegithalos concinnus
GBIR4100-13;Aegithalos concinnus
GBIR4101-13;Aegithalos concinnus
GBIR4102-13;Aegithalos concinnus
GBIR4103-13;Aegithalos concinnus
GBIR4104-13;Aegithalos concinnus
GBIR4105-13;Aegithalos concinnus
GBIR4106-13;Aegithalos concinnus
GBIR4107-13;Aegithalos concinnus
GBIR4197-13;Aegithalos concinnus
GBIR4198-13;Aegithalos concinnus
GBIR4199-13;Aegithalos concinnus
GBIR4200-13;Aegithalos concinnus
GBIR5101-13;Toxostoma lecontei
GBIR5102-13;Toxostoma lecontei
GBIR5105-13;Toxostoma crissale
GBIR5106-13;Toxostoma crissale
GBIR5107-13;Toxostoma bendirei
GBIR5119-13;Mimus dorsalis
GBIR5124-13;Mimus dorsalis
GBIR5853-15;Troglodytes troglodytes
GBIR6015-15;Aegithalos concinnus
GBIR6016-15;Aegithalos concinnus
GBIR6975-15;Emberiza aureola ornata
GBIR713-08;Toxostoma cinereum
GBIR7648-19;Arborophila rufipectus
GBIR7649-19;Arborophila rufipectus
GBIR7650-19;Bambusicola fytchii
GBIR7651-19;Coturnix coturnix
GBIR7654-19;Coturnix coturnix
GBIR7677-19;Tetraophasis szechenyii
GBIR7678-19;Tetraophasis szechenyii
GBIR7679-19;Tetraophasis szechenyii
GBIR7756-19;Lagopus lagopus
GBIR7757-19;Lagopus lagopus
GBIR7758-19;Lagopus lagopus
GBIR7759-19;Lagopus lagopus
GBIR7760-19;Lagopus lagopus
GBIR7762-19;Lagopus lagopus
GBIR7763-19;Lagopus muta
GBIR7764-19;Lagopus muta
GBIR7765-19;Lagopus muta
GBIR7766-19;Lagopus muta
GBIR7767-19;Lagopus muta
GBIR7768-19;Lagopus muta
GBIR7769-19;Lagopus muta
GBIR7770-19;Lagopus muta
GBIR7777-19;Eremophila alpestris strigata
GBIR9397-19;Bycanistes brevis
GBIR9600-19;Perdix perdix
GBIR9672-19;Alectoris chukar
GBIR9673-19;Perdix hodgsoniae
GBIR9675-19;Lagopus muta
GBMIN134180-17;Bycanistes brevis
GBMNA11079-19;Penelopides panini
GBMNA11207-19;Alectoris chukar
GBMNA11208-19;Arborophila ardens
GBMNA11209-19;Arborophila brunneopectus
GBMNA11210-19;Arborophila rufogularis
GBMNA11211-19;Arborophila rufipectus
GBMNA11212-19;Bambusicola thoracicus
GBMNA11217-19;Haematortyx sanguiniceps
GBMNA11218-19;Perdix hodgsoniae
GBMNA11223-19;Tetraophasis obscurus
GBMNA11224-19;Tetraophasis szechenyii
GBMNA11254-19;Lagopus lagopus
GBMNA11255-19;Lagopus muta
GBMNA11256-19;Lyrurus tetrix
GBMNA11257-19;Tetrastes sewerzowi
GBMNA11373-19;Melanocorypha mongolica
GBMNA11654-19;Trogon viridis
GBMNA18039-19;Melanocorypha mongolica
GBMNA18679-19;Rhyticeros undulatus
GBMNA18708-19;Rhyticeros undulatus
GBMNA19009-19;Coturnix japonica
GBMNA19037-19;Coturnix japonica
GBMTG1273-16;Bambusicola thoracicus
GBMTG1533-16;Arborophila rufipectus
GBMTG2367-16;Penelopides panini
GBMTG254-16;Coturnix japonica
GBMTG2616-16;Tetraophasis obscurus
GBMTG2881-16;Tetraophasis szechenyii
GBMTG2905-16;Alectoris chukar
GBMTG2906-16;Arborophila rufogularis
GBMTG3814-16;Tetrastes sewerzowi
GBMTG4441-16;Lyrurus tetrix
GBMTG4793-16;Arborophila ardens
GBMTG4794-16;Arborophila brunneopectus
GBMTG5172-16;Perdix hodgsoniae
HCBR101-03;Eremophila alpestris
KBAR177-06;Cistothorus platensis
KBAR187-06;Mimus dorsalis
KBAR188-06;Mimus dorsalis
KBAR286-06;Thlypopsis ruficeps
KBAR287-06;Thlypopsis ruficeps
KBAR288-06;Thlypopsis ruficeps
KBAR305-06;Cistothorus platensis
KBAR315-06;Mimus dorsalis
KBAR342-06;Cistothorus platensis
KBARG020-07;Thlypopsis sordida
KBARG081-07;Thlypopsis sordida
KBBI071-07;Emberiza aureola
KBBI095-07;Coturnix japonica
KBBI192-07;Alauda arvensis
KBBI254-07;Alauda arvensis
KBNA101-04;Troglodytes troglodytes
KBNA102-04;Troglodytes troglodytes
KBNA264-04;Bonasa umbellus
KBNA903-04;Lagopus lagopus
KBNA941-04;Perdix perdix
